year,dates,top_12_gross,top_12_change_lw,total_gross,total_change_lw,total_movies,top_movie,week_num,inflation_adj_total_gross
2014,Jun. 27ÐJul. 3,270887626,30.20%,289901037,31.70%,135,Transformers 4,26,295699057.7
2014,Jun. 20Ð26,208092013,-21.10%,220205538,-19.90%,123,22 Jump Street,25,224609648.8
2014,Jun. 13Ð19,263713841,17.30%,274822597,16.70%,136,22 Jump Street,24,280319048.9
2014,Jun. 6Ð12,224889599,2.00%,235581717,2.20%,128,The Fault in our Stars,23,240293351.3
2014,May 30ÐJun. 5,220432132,-15.80%,230586301,-16.50%,118,Maleficent,22,235198027
2014,May 23Ð29,261855222,19.30%,276208957,18.90%,117,X-Men: Days of Future Past,21,281733136.1
2014,May 16Ð22,219522852,33.00%,232237172,29.70%,117,Godzilla,20,236881915.4
2014,May 9Ð15,165076130,-8.30%,179025816,-7.30%,128,Neighbors,19,182606332.3
2014,May 2Ð8,179985601,35.60%,193198931,27.50%,125,The Amazing Spider-Man 2,18,197062909.6
2014,Apr. 25ÐMay1,132726967,-21.00%,151582295,-16.40%,121,The Other Woman,17,154613940.9
2014,Apr. 18Ð24,167924229,-12.10%,181229145,-10.90%,118,Captain America 2,16,184853727.9
2014,Apr. 11Ð17,191003518,-4.90%,203320363,-4.30%,120,Captain America 2,15,207386770.3
2014,Apr. 4Ð10,200902199,20.00%,212540016,17.00%,123,Captain America 2,14,216790816.3
2014,Mar. 28ÐApr. 3,167445025,-4.70%,181733864,-3.40%,124,Noah,13,185368541.3
2014,Mar. 21Ð27,175732274,32.40%,188111571,25.70%,123,Divergent,12,191873802.4
2014,Mar. 14Ð20,132743589,-24.40%,149630866,-22.80%,117,Mr. Peabody & Sherman,11,152623483.3
2014,Mar. 7Ð13,175608165,27.90%,193720702,21.30%,117,300: Rise of An Empire,10,197595116
2014,Feb. 28ÐMar. 6,137286491,12.10%,159668038,12.40%,121,Non-Stop,9,162861398.8
2014,Feb. 21Ð27,122526888,-42.90%,142098965,-41.10%,117,The LEGO Movie,8,144940944.3
2014,Feb. 14Ð20,214726248,26.40%,241330237,25.10%,117,The LEGO Movie,7,246156841.7
2014,Feb. 7Ð13,169852580,83.70%,192987382,69.10%,120,The LEGO Movie,6,196847129.6
2014,Jan. 31ÐFeb. 6,92443027,-27.00%,114148109,-26.20%,106,Ride Along,5,116431071.2
2014,Jan. 24Ð30,126560722,-41.00%,154647771,-37.40%,109,Ride Along,4,157740726.4
2014,Jan. 17Ð23,214398209,31.10%,246827021,30.70%,104,Ride Along,3,251763561.4
2014,Jan. 10Ð16,163517652,-4.40%,188791383,-0.70%,99,Lone Survivor,2,192567210.7
2014,Jan. 3Ð9,171041916,-49.70%,190086612,-48.40%,92,Frozen,1,193888344.2
2015,Mar. 13Ð19,161443091,53.30%,175865340,44.80%,84,Cinderella,11,175865340
2015,Mar. 6Ð12,105316404,-12.00%,121443450,-11.50%,101,Chappie,10,121443450
2015,Feb. 27ÐMar. 5,119683745,-14.00%,137278549,-11.80%,103,Focus,9,137278549
2015,Feb. 20Ð26,139094956,-48.70%,155626567,-46.50%,102,Fifty Shades of Grey,8,155626567
2015,Feb. 13Ð19,271154226,62.30%,291078296,55.10%,98,Fifty Shades of Grey,7,291078296
2015,Feb. 6Ð12,167029693,49.00%,187671930,37.60%,100,SpongeBob,6,187671930
2015,Jan. 30ÐFeb. 5,112125224,-36.80%,136401789,-32.40%,100,American Sniper,5,136401789
2015,Jan. 23Ð29,177428551,-34.60%,201778558,-32.10%,102,American Sniper,4,201778558
2015,Jan. 16Ð22,271278549,90.40%,297328375,79.70%,96,American Sniper,3,297328375
2015,Jan. 9Ð15,142476219,-16.00%,165437543,-16.30%,99,Taken 3,2,165437543
2015,Jan. 2Ð8,169567376,-51.30%,197525860,-49.50%,97,The Hobbit: The Battle of the Five Armies,1,197525860
